,index,carat,cut,color,clarity,depth,table,price,x,y,z
2608,40407,0.31,Premium,E,IF,61.0,59.0,1133,4.39,4.36,2.67
2609,31800,0.36,Ideal,D,VS2,62.5,55.0,773,4.55,4.57,2.85
2610,52243,0.8,Very Good,J,VS1,62.7,58.0,2487,5.91,5.95,3.72
2611,26130,2.14,Premium,I,VS2,59.3,59.0,15418,8.39,8.43,5.0
2612,47743,0.59,Ideal,G,SI1,61.3,56.0,1891,5.41,5.43,3.32
2613,27092,2.01,Ideal,I,VS1,61.4,59.0,17227,8.06,8.13,4.97
2614,50131,0.63,Very Good,D,SI1,63.1,58.0,2211,5.49,5.44,3.45
2615,6188,1.02,Premium,F,SI2,58.0,60.0,3996,6.7,6.64,3.87
2616,26362,0.32,Very Good,F,VS2,60.2,59.0,645,4.4,4.43,2.66
2617,15557,1.53,Good,I,SI2,63.9,59.0,6238,7.31,7.17,4.64
2618,6413,0.91,Very Good,D,SI1,63.1,61.0,4041,6.16,6.1,3.87
2619,13256,1.06,Very Good,H,VS2,62.4,56.0,5480,6.49,6.56,4.07
2620,51066,0.7,Ideal,E,SI2,62.0,58.0,2332,5.66,5.7,3.52
2621,25950,2.35,Very Good,I,SI2,58.5,57.0,15122,8.72,8.77,5.12
2622,51409,0.79,Premium,H,SI2,62.8,57.0,2370,5.91,5.88,3.7
2623,30430,0.32,Very Good,H,VVS1,62.9,58.0,730,4.34,4.37,2.74
2624,42427,0.51,Ideal,H,VS2,61.2,53.0,1312,5.22,5.18,3.18
2625,37160,0.32,Ideal,D,VS2,62.7,57.0,972,4.44,4.4,2.77
2626,8042,0.39,Very Good,G,SI2,62.7,54.0,581,4.64,4.71,2.93
2627,44380,0.5,Premium,E,VS2,60.5,60.0,1581,5.09,5.13,3.09
2628,36970,0.39,Very Good,E,VVS2,62.2,55.0,962,4.66,4.7,2.91
2629,33889,0.3,Ideal,E,VS2,61.3,57.0,844,4.33,4.29,2.64
2630,24880,1.56,Premium,G,VS2,61.9,58.0,13299,7.44,7.4,4.59
2631,43902,0.31,Ideal,I,VVS1,62.1,54.0,511,4.34,4.39,2.71
2632,25607,2.04,Very Good,I,SI2,62.5,52.0,14477,8.02,8.17,5.06
2633,42667,0.44,Premium,E,VVS2,60.0,59.0,1334,4.99,4.95,2.98
2634,38482,0.42,Ideal,F,VS1,61.3,57.0,1031,4.8,4.85,2.96
2635,11912,0.9,Very Good,D,SI1,62.3,53.0,5123,6.2,6.22,3.87
2636,20474,1.73,Premium,F,SI2,63.0,60.0,8816,7.63,7.52,4.77
2637,866,0.7,Very Good,G,SI2,59.0,62.0,2872,5.79,5.81,3.42
2638,47707,0.58,Ideal,E,VS2,61.9,57.0,1884,5.33,5.37,3.31
2639,4021,0.93,Ideal,G,SI1,60.9,57.0,3521,6.29,6.25,3.82
2640,14188,0.9,Very Good,D,VS1,63.0,56.0,5757,6.13,6.18,3.88
2641,32231,0.31,Ideal,G,VVS1,62.0,53.0,789,4.35,4.39,2.71
2642,32755,0.34,Ideal,D,SI1,62.3,57.0,803,4.48,4.44,2.78
2643,11708,0.34,Premium,G,VS2,61.2,58.0,596,4.46,4.5,2.74
2644,13645,1.24,Very Good,I,SI1,60.0,59.0,5584,6.98,7.01,4.2
2645,16297,1.0,Premium,F,VS2,61.9,59.0,6521,6.36,6.41,3.95
2646,50468,0.71,Very Good,H,SI1,60.7,60.0,2266,5.73,5.76,3.49
2647,4212,0.9,Good,D,SI1,61.9,64.0,3567,6.0,6.09,3.74
2648,53867,0.76,Premium,G,VS2,61.8,58.0,2744,5.85,5.89,3.63
2649,16311,1.01,Premium,G,VS1,59.8,59.0,6529,6.55,6.5,3.9
2650,53344,0.7,Ideal,E,SI1,62.6,55.0,2656,5.62,5.66,3.53
2651,45072,0.48,Very Good,E,VS1,62.2,62.0,1644,4.95,4.99,3.09
2652,34365,0.41,Ideal,E,VS1,62.3,53.0,863,4.74,4.76,2.96
2653,32730,0.31,Ideal,F,VS2,62.6,57.0,802,4.33,4.29,2.7
2654,51434,0.7,Very Good,D,SI1,62.5,63.0,2374,5.7,5.63,3.54
2655,5114,0.71,Very Good,E,VVS2,60.3,52.0,3760,5.8,5.87,3.52
2656,35703,0.3,Ideal,D,VS2,61.4,54.0,911,4.34,4.33,2.66
2657,11245,1.28,Very Good,J,SI1,63.4,59.0,4967,6.89,6.84,4.35
2658,50014,0.7,Premium,F,SI1,60.4,58.0,2196,5.76,5.82,3.5
2659,52607,0.82,Premium,F,SI2,62.5,59.0,2544,6.0,5.94,3.73
2660,3918,1.02,Premium,J,SI1,61.2,57.0,3496,6.58,6.43,3.98
2661,2449,0.77,Ideal,E,SI1,61.6,57.0,3189,5.87,5.91,3.63
2662,23262,1.51,Premium,H,VS2,62.8,60.0,11268,7.28,7.25,4.56
2663,15664,1.0,Very Good,F,VS2,62.5,58.0,6283,6.32,6.36,3.96
2664,4243,0.9,Good,H,SI1,59.0,62.0,3577,6.23,6.27,3.69
2665,49391,0.7,Very Good,D,SI2,63.7,58.0,2104,5.56,5.62,3.56
2666,33355,0.41,Premium,G,VS2,62.6,59.0,827,4.73,4.76,2.97
2667,27842,0.31,Premium,E,SI1,58.7,60.0,651,4.48,4.45,2.62
2668,30714,0.33,Ideal,F,VS1,61.6,55.0,738,4.46,4.47,2.76
2669,16381,1.32,Premium,F,SI2,60.6,60.0,6541,7.05,7.1,4.29
2670,15145,1.11,Good,D,SI1,57.8,61.0,6088,6.83,6.78,3.93
2671,18577,1.51,Good,I,VS2,63.8,57.0,7577,7.24,7.18,4.6
2672,50957,0.81,Ideal,I,SI1,62.2,57.0,2323,5.95,5.98,3.71
2673,29731,0.31,Premium,H,VVS1,60.6,59.0,707,4.36,4.38,2.65
2674,6545,0.9,Good,H,VS1,60.6,61.0,4072,6.13,6.19,3.73
2675,37664,0.42,Premium,E,SI1,61.6,59.0,992,4.85,4.83,2.98
2676,47144,0.53,Ideal,F,VS1,62.4,57.0,1832,5.18,5.21,3.24
2677,43933,0.31,Ideal,H,VS2,61.2,59.0,515,4.36,4.4,2.68
2678,51754,0.65,Very Good,F,VS1,59.3,56.0,2406,5.64,5.76,3.37
2679,21421,1.55,Ideal,G,SI2,60.7,55.0,9530,7.54,7.51,4.57
2680,2569,0.73,Premium,F,VS1,60.7,61.0,3211,5.79,5.75,3.5
2681,9928,1.05,Premium,H,SI1,61.9,58.0,4692,6.5,6.45,4.01
2682,4046,0.7,Ideal,D,VS1,62.8,54.0,3529,5.65,5.69,3.56
2683,11062,0.35,Good,F,VS2,57.9,60.0,596,4.65,4.68,2.7
2684,3180,0.91,Good,G,SI2,63.2,61.0,3340,6.01,6.27,3.88
2685,53292,0.3,Ideal,I,VVS1,61.9,57.0,552,4.31,4.35,2.68
2686,17853,1.16,Ideal,G,VS2,62.3,57.0,7203,6.72,6.66,4.17
2687,48650,0.34,Premium,H,VS2,61.1,58.0,537,4.47,4.5,2.74
2688,47760,0.52,Ideal,H,VVS1,61.7,53.0,1893,5.19,5.25,3.22
2689,335,0.71,Premium,F,VS2,58.0,62.0,2803,5.85,5.81,3.38
2690,12848,0.9,Good,E,VS1,59.3,56.0,5356,6.27,6.32,3.73
2691,45313,0.3,Ideal,G,VS1,61.4,55.0,524,4.32,4.38,2.67
2692,51444,0.77,Premium,I,VS2,60.3,58.0,2375,5.96,5.94,3.59
2693,28701,0.3,Very Good,G,VVS1,61.1,57.0,680,4.33,4.37,2.66
2694,51240,0.74,Very Good,I,VS1,63.4,57.0,2353,5.81,5.76,3.67
2695,43814,0.51,Ideal,E,SI1,62.4,55.0,1443,5.14,5.09,3.19
2696,22062,1.82,Very Good,J,VS1,62.2,56.0,10090,7.83,7.96,4.91
2697,21609,1.52,Premium,H,VS2,60.6,61.0,9704,7.46,7.42,4.51
2698,25062,1.61,Premium,D,SI1,61.4,60.0,13582,7.56,7.51,4.63
2699,11980,1.01,Ideal,G,SI1,61.8,55.0,5141,6.46,6.43,3.98
2700,49487,0.58,Ideal,F,VS1,60.6,55.0,2117,5.41,5.48,3.3
2701,51926,0.61,Ideal,H,IF,62.0,54.4,2438,5.44,5.47,3.38
2702,35430,0.32,Ideal,E,VS2,61.8,55.0,900,4.43,4.4,2.73
2703,7760,1.11,Very Good,J,VS2,61.8,56.0,4283,6.59,6.64,4.09
2704,8343,1.02,Very Good,E,SI2,60.5,58.0,4398,6.54,6.58,3.97
2705,53534,0.72,Fair,E,VS2,64.4,59.0,2691,5.67,5.64,3.64
2706,47784,0.52,Ideal,G,VVS2,61.6,57.0,1897,5.16,5.2,3.19
2707,6976,0.9,Very Good,E,SI1,63.1,58.0,4151,6.12,6.02,3.83
2708,37095,0.41,Ideal,E,SI1,62.5,55.0,969,4.77,4.73,2.97
2709,27104,2.12,Premium,I,VS2,61.5,58.0,17254,8.3,8.26,5.09
2710,20392,0.31,Good,H,VVS2,63.7,55.0,625,4.28,4.32,2.74
2711,16013,1.23,Ideal,H,VS2,59.0,57.0,6406,7.05,6.99,4.14
2712,8161,1.09,Ideal,J,VS2,62.0,54.0,4361,6.64,6.61,4.11
2713,12157,0.91,Ideal,F,SI1,62.0,55.0,5176,6.21,6.24,3.86
2714,32361,0.3,Ideal,G,VVS1,61.7,55.0,789,4.32,4.34,2.67
2715,1276,0.81,Very Good,I,VS1,62.7,58.0,2950,5.9,5.96,3.72
2716,23298,1.59,Very Good,H,VS2,60.7,61.1,11333,7.5,7.56,4.57
2717,51529,0.78,Ideal,F,SI2,60.6,55.0,2386,6.0,5.99,3.63
2718,9118,1.12,Very Good,I,SI2,61.2,59.0,4533,6.69,6.74,4.11
2719,7528,1.01,Ideal,D,SI2,62.0,57.0,4242,6.42,6.38,3.97
2720,19265,1.51,Very Good,J,VS1,63.5,60.0,7991,7.29,7.23,4.61
2721,4855,0.71,Ideal,F,VS1,61.8,55.0,3710,5.71,5.73,3.54
2722,51153,0.62,Fair,E,VS1,58.8,67.0,2344,5.66,5.57,3.29
2723,28891,0.3,Very Good,G,VVS2,61.8,59.0,684,4.22,4.26,2.62
2724,3263,0.93,Ideal,I,SI1,61.9,57.0,3359,6.23,6.21,3.85
2725,6175,0.9,Ideal,F,SI1,62.4,56.0,3992,6.22,6.18,3.87
2726,853,0.74,Ideal,H,SI1,62.1,56.0,2870,5.77,5.83,3.6
2727,22926,1.52,Premium,E,SI1,62.4,59.0,10963,7.37,7.34,4.59
2728,23494,1.02,Ideal,E,IF,62.6,57.0,11500,6.41,6.47,4.03
2729,34239,0.4,Premium,D,SI2,62.2,58.0,855,4.75,4.71,2.94
2730,6975,1.02,Premium,F,SI2,62.7,59.0,4151,6.38,6.45,4.02
2731,51590,0.73,Premium,I,VS1,61.2,59.0,2393,5.84,5.82,3.57
2732,40245,0.37,Ideal,D,VS2,61.0,56.0,1124,4.7,4.65,2.85
2733,8745,1.14,Premium,H,SI1,62.1,59.0,4463,6.73,6.61,4.14
2734,13729,0.27,Premium,E,VS1,61.5,58.0,603,4.22,4.17,2.58
2735,38789,0.31,Ideal,G,VVS1,60.7,57.0,1046,4.4,4.37,2.66
2736,30103,0.32,Premium,H,VS1,62.4,58.0,720,4.4,4.35,2.73
2737,9293,1.06,Very Good,E,SI2,61.7,62.0,4570,6.5,6.54,4.02
2738,42640,0.5,Ideal,H,VS2,61.2,56.0,1332,5.18,5.14,3.16
2739,27556,2.07,Ideal,F,SI2,61.5,55.0,18344,8.23,8.28,5.08
2740,40444,0.7,Premium,G,I1,59.7,59.0,1138,5.76,5.57,3.39
2741,25193,2.07,Premium,E,SI2,61.4,58.0,13786,8.24,8.19,5.04
2742,21492,1.2,Very Good,F,VS1,62.9,57.0,9586,6.73,6.78,4.25
2743,46712,0.59,Ideal,D,SI1,61.3,59.0,1793,5.36,5.4,3.3
2744,24461,1.11,Ideal,E,VVS1,61.3,54.0,12725,6.68,6.72,4.11
2745,10941,1.01,Very Good,F,SI1,59.7,61.0,4899,6.49,6.55,3.89
2746,11054,0.28,Very Good,D,VVS1,60.3,62.0,596,4.22,4.24,2.55
2747,27113,1.86,Very Good,H,VVS2,58.6,62.0,17267,8.07,8.14,4.75
2748,43456,0.5,Premium,G,VS2,60.2,60.0,1415,5.21,5.15,3.12
2749,20916,1.03,Ideal,F,VVS2,61.9,53.0,9131,6.52,6.54,4.04
2750,19067,1.51,Very Good,E,SI2,61.9,57.0,7848,7.35,7.41,4.57
2751,13988,1.5,Ideal,I,I1,61.3,57.0,5695,7.39,7.36,4.52
2752,9568,1.0,Good,I,VS1,59.6,61.0,4624,6.48,6.53,3.88
2753,17893,1.0,Ideal,G,VS1,62.5,54.0,7223,6.41,6.45,4.02
2754,38836,0.52,Good,G,SI2,63.1,56.0,1049,5.08,5.12,3.22
2755,9631,1.21,Fair,G,SI1,64.5,56.0,4637,6.69,6.62,4.29
2756,31179,0.32,Good,E,VS1,59.5,64.0,756,4.42,4.45,2.64
2757,20433,1.51,Very Good,J,VVS2,60.6,58.0,8789,7.36,7.4,4.47
2758,39428,0.41,Ideal,F,VS1,62.7,55.0,1076,4.77,4.74,2.98
2759,25486,2.14,Ideal,I,SI2,60.7,57.0,14267,8.4,8.34,5.08
2760,20351,1.04,Very Good,E,VVS2,62.4,58.0,8748,6.46,6.4,4.01
2761,20723,0.31,Very Good,F,VS2,62.8,56.0,625,4.28,4.32,2.7
2762,27749,2.29,Premium,I,VS2,60.8,60.0,18823,8.5,8.47,5.16
2763,25002,2.0,Ideal,H,VS2,61.6,57.0,13531,8.11,8.08,4.99
2764,44652,0.35,Good,G,SI1,63.8,54.0,522,4.46,4.48,2.85
2765,36742,0.38,Ideal,F,VVS2,60.9,58.0,954,4.66,4.7,2.85
2766,42369,0.56,Premium,G,SI1,62.4,58.0,1304,5.23,5.29,3.28
2767,3767,1.5,Premium,H,I1,60.1,57.0,3457,7.4,7.28,4.42
2768,39968,0.4,Ideal,E,VVS2,62.5,54.0,1106,4.73,4.77,2.97
2769,49424,0.7,Very Good,H,SI1,61.5,57.0,2107,5.64,5.68,3.48
2770,373,0.81,Very Good,F,SI1,63.1,59.0,2809,5.85,5.79,3.67
2771,32908,0.33,Ideal,F,VVS2,61.3,56.0,810,4.44,4.46,2.73
2772,53097,0.71,Ideal,F,SI2,62.1,55.7,2614,5.7,5.75,3.56
2773,26702,0.32,Ideal,F,VS2,62.4,56.0,645,4.35,4.37,2.72
2774,27303,1.69,Very Good,E,VS2,62.7,58.0,17803,7.52,7.6,4.74
2775,3168,1.01,Premium,I,SI1,62.7,58.0,3337,6.4,6.33,3.99
2776,22021,0.35,Ideal,I,VVS1,61.6,55.0,628,4.55,4.58,2.81
2777,2182,1.0,Fair,E,SI2,67.0,53.0,3136,6.19,6.13,4.13
2778,41365,0.5,Premium,H,SI1,62.1,60.0,1219,5.06,5.02,3.13
2779,10955,1.03,Premium,G,SI1,58.2,59.0,4900,6.7,6.64,3.88
2780,17133,1.1,Ideal,G,SI1,61.6,56.0,6837,6.62,6.65,4.08
2781,43114,0.52,Ideal,H,VS2,62.0,57.0,1385,5.12,5.08,3.16
2782,14971,1.0,Good,F,VS2,62.1,61.0,6030,6.31,6.38,3.94
2783,25533,1.5,Premium,F,VS2,61.0,58.0,14352,7.37,7.31,4.48
2784,27943,0.23,Very Good,G,VVS2,62.3,57.0,431,3.9,3.92,2.43
2785,42710,0.56,Ideal,F,SI1,61.4,57.0,1340,5.28,5.3,3.25
2786,4689,0.92,Premium,H,SI1,62.2,58.0,3675,6.19,6.23,3.86
2787,41134,0.56,Good,H,SI1,63.2,57.0,1197,5.23,5.27,3.32
2788,22976,1.05,Premium,E,IF,59.8,59.0,11025,6.65,6.62,3.97
2789,48217,0.56,Ideal,H,VS1,61.6,56.0,1949,5.31,5.34,3.28
2790,36599,0.32,Ideal,F,VVS1,61.5,56.0,947,4.44,4.45,2.73
2791,5314,0.74,Ideal,E,VS1,62.1,53.0,3804,5.82,5.8,3.61
2792,7337,0.91,Very Good,E,SI1,60.5,61.0,4211,6.19,6.23,3.76
2793,5896,0.9,Premium,G,SI1,61.0,59.0,3931,6.29,6.17,3.8
2794,7100,1.17,Premium,F,SI2,59.9,59.0,4167,6.86,6.82,4.1
2795,4244,0.84,Good,E,SI1,61.9,61.0,3577,6.03,6.05,3.74
2796,36567,0.3,Premium,G,VVS1,62.6,62.0,945,4.26,4.21,2.65
2797,51625,0.7,Premium,E,SI1,61.2,62.0,2396,6.65,5.73,3.48
2798,20909,1.66,Very Good,G,SI2,58.5,62.0,9123,7.73,7.79,4.54
2799,23848,1.51,Very Good,H,VVS2,63.1,59.0,11934,7.28,7.26,4.59
2800,29608,0.35,Premium,F,VS2,61.8,58.0,706,4.48,4.52,2.78
2801,31223,0.32,Very Good,D,SI1,63.1,56.0,756,4.38,4.34,2.75
2802,659,1.27,Premium,H,SI2,59.3,61.0,2845,7.12,7.05,4.2
2803,37719,0.34,Ideal,G,VVS2,61.1,57.0,995,4.52,4.48,2.75
2804,41717,0.34,Ideal,E,IF,62.0,56.0,1243,4.51,4.49,2.79
2805,1090,0.71,Ideal,G,VS2,60.6,56.0,2911,5.76,5.8,3.5
2806,7831,1.01,Premium,E,SI1,61.6,59.0,4299,6.44,6.42,3.96
2807,35304,0.3,Ideal,I,VS1,61.0,56.0,473,4.35,4.37,2.66
2808,28124,0.36,Very Good,D,SI1,60.4,58.0,663,4.6,4.64,2.79
2809,15507,1.06,Very Good,G,VS2,60.1,58.0,6212,6.64,6.67,4.0
2810,30055,0.41,Premium,G,SI1,61.3,58.0,719,4.76,4.8,2.93
2811,15356,1.28,Premium,H,SI2,62.0,57.0,6164,7.0,6.94,4.32
2812,14493,1.0,Very Good,H,VS2,61.3,63.0,5854,6.38,6.4,3.92
2813,22750,1.52,Premium,E,SI1,62.4,59.0,10767,7.34,7.37,4.59
2814,34056,0.36,Premium,D,SI1,59.6,58.0,851,4.65,4.61,2.76
2815,5436,1.05,Premium,G,SI2,60.1,60.0,3828,6.58,6.66,3.98
2816,28479,0.32,Premium,E,SI1,61.2,58.0,672,4.42,4.37,2.69
2817,45318,0.32,Ideal,G,VS2,62.4,55.0,524,4.36,4.39,2.73
2818,39309,0.5,Fair,F,SI1,64.7,60.0,1069,4.99,4.84,3.18
2819,49158,0.5,Ideal,G,VVS1,62.2,56.0,2070,5.12,5.1,3.18
2820,11497,1.12,Ideal,G,SI2,61.5,57.0,5018,6.74,6.68,4.13
2821,14712,0.3,Premium,G,VS1,61.9,59.0,605,4.28,4.32,2.66
2822,19805,1.51,Premium,J,VS1,62.1,58.0,8371,7.36,7.4,4.58
2823,14686,1.27,Ideal,J,VS2,62.9,54.0,5925,6.87,6.9,4.33
2824,36154,0.33,Premium,E,VS2,61.7,60.0,928,4.45,4.4,2.73
2825,11015,1.24,Premium,D,SI2,60.6,59.0,4916,6.99,6.96,4.23
2826,38348,0.5,Premium,G,I1,62.2,59.0,1020,5.07,5.03,3.14
2827,31005,0.39,Ideal,G,SI1,61.3,54.0,748,4.73,4.77,2.91
2828,6927,1.05,Premium,E,SI2,61.5,59.0,4139,6.52,6.58,4.03
2829,29889,0.3,Very Good,D,VS2,62.0,58.0,710,4.29,4.32,2.67
2830,28630,0.26,Ideal,I,VS1,62.1,55.0,434,4.11,4.13,2.56
2831,2975,0.71,Ideal,G,VS2,61.8,56.0,3299,5.68,5.72,3.52
2832,24894,2.01,Very Good,I,SI2,61.8,58.0,13323,8.01,8.05,4.96
2833,23436,1.18,Very Good,F,VVS2,60.1,58.0,11430,6.88,6.92,4.15
2834,20355,1.01,Good,E,VVS2,63.3,58.0,8752,6.31,6.39,4.02
2835,10734,0.33,Ideal,I,VS2,61.5,57.0,594,4.49,4.42,2.74
2836,114,0.73,Ideal,F,VS2,62.6,56.0,2762,5.77,5.74,3.6
2837,43997,0.3,Good,F,SI2,63.3,55.0,394,4.29,4.33,2.73
2838,30778,0.3,Premium,D,VVS2,60.7,59.0,741,4.33,4.34,2.63
2839,42017,0.52,Ideal,G,SI1,61.7,56.0,1266,5.18,5.22,3.21
2840,4039,1.0,Good,I,SI2,63.9,60.0,3528,6.3,6.26,4.01
2841,29365,0.31,Premium,G,VS2,62.6,57.0,698,4.32,4.3,2.7
2842,24460,1.7,Good,H,VS2,62.5,59.0,12723,7.48,7.58,4.71
2843,9590,1.09,Very Good,F,SI2,58.6,63.0,4629,6.73,6.78,3.96
2844,5058,0.31,Ideal,G,VS2,61.4,56.0,574,4.34,4.37,2.67
2845,725,0.34,Good,E,SI1,63.5,55.0,556,4.44,4.47,2.83
2846,22060,1.5,Premium,G,SI1,62.7,58.0,10087,7.28,7.23,4.55
2847,48849,0.73,Fair,G,SI1,65.5,56.0,2032,5.68,5.62,3.7
2848,39370,0.5,Very Good,D,SI2,58.5,60.0,1074,5.19,5.21,3.04
2849,34199,0.33,Ideal,F,VS2,62.3,55.0,854,4.47,4.42,2.77
2850,28131,0.29,Very Good,D,VVS2,62.9,58.0,664,4.2,4.29,2.67
2851,53905,0.7,Premium,E,SI1,60.0,59.0,2753,5.75,5.79,3.46
2852,35964,0.25,Good,E,VVS2,58.0,65.0,476,4.13,4.18,2.41
2853,24445,1.5,Ideal,H,VS1,62.4,56.0,12702,7.29,7.34,4.57
2854,21123,1.21,Ideal,G,VS1,62.0,55.0,9287,6.84,6.88,4.25
2855,4850,0.71,Ideal,F,VS1,61.4,56.0,3710,5.75,5.78,3.54
2856,33881,0.3,Ideal,E,VS2,61.5,56.0,844,4.33,4.29,2.65
2857,14960,1.21,Good,G,VS1,63.7,57.0,6025,6.73,6.67,4.27
2858,42259,0.47,Good,E,VS2,58.4,60.3,1294,5.08,5.17,3.0
2859,9044,0.3,Ideal,F,VS1,61.5,55.0,587,4.33,4.35,2.67
2860,53181,0.74,Ideal,I,VS1,60.7,56.0,2631,5.86,5.9,3.57
2861,41482,0.39,Ideal,D,VVS2,61.8,57.0,1232,4.67,4.71,2.9
2862,5879,1.01,Ideal,J,SI1,62.8,57.0,3926,6.4,6.44,4.03
2863,35020,0.4,Very Good,E,SI1,63.5,57.0,882,4.72,4.7,2.99
2864,687,0.74,Ideal,F,SI1,61.0,57.0,2851,5.85,5.81,3.56
2865,37218,0.38,Very Good,H,VVS1,60.0,57.0,975,4.75,4.79,2.86
2866,1864,0.7,Very Good,E,VS1,63.4,60.0,3068,5.63,5.66,3.58
2867,3834,1.0,Good,H,SI2,63.7,58.0,3472,6.28,6.15,3.96
2868,33441,0.32,Ideal,G,VS1,61.6,57.0,828,4.42,4.38,2.71
2869,9186,0.9,Very Good,F,SI1,63.3,55.0,4545,6.18,6.12,3.89
2870,23579,1.25,Very Good,G,VVS1,60.2,58.0,11589,6.97,7.04,4.22
2871,32731,0.31,Premium,F,VS2,62.3,59.0,802,4.34,4.29,2.69
2872,39193,0.38,Ideal,H,IF,60.0,60.0,1064,4.71,4.76,2.84
2873,46917,0.7,Ideal,J,SI1,62.0,55.0,1815,5.69,5.73,3.54
2874,4669,1.01,Good,D,SI2,63.8,61.0,3671,6.13,6.06,3.89
2875,31903,0.3,Ideal,G,VS1,62.2,55.0,776,4.31,4.28,2.67
2876,28455,0.41,Good,G,SI1,63.4,57.0,671,4.7,4.73,2.99
2877,34295,0.3,Ideal,D,VS2,60.9,57.0,857,4.34,4.36,2.65
2878,8755,0.91,Very Good,D,SI1,60.2,60.0,4466,6.22,6.27,3.76
2879,45511,0.51,Ideal,E,SI1,61.5,57.0,1682,5.11,5.16,3.16
2880,25729,2.5,Fair,J,SI2,66.9,58.0,14652,8.36,8.22,5.55
2881,39437,0.41,Ideal,D,VS2,62.8,55.0,1076,4.73,4.7,2.96
2882,4883,0.97,Good,J,VS2,60.0,56.0,3717,6.4,6.46,3.86
2883,23318,1.7,Ideal,I,VS2,61.7,56.0,11360,7.72,7.64,4.74
2884,43215,0.57,Ideal,H,SI1,61.8,57.0,1397,5.32,5.36,3.3
2885,42791,0.6,Good,G,SI1,65.3,56.0,1350,5.21,5.26,3.42
2886,49694,0.52,Ideal,D,VS1,60.4,56.0,2146,5.24,5.26,3.17
2887,15255,1.02,Very Good,G,VS1,62.0,59.0,6126,6.39,6.45,3.98
2888,28471,0.32,Premium,H,VS1,61.6,59.0,672,4.39,4.37,2.7
2889,17122,1.15,Very Good,G,VS2,62.9,58.0,6831,6.62,6.7,4.19
2890,46783,0.58,Ideal,I,VVS1,62.1,56.0,1805,5.34,5.32,3.31
2891,20216,1.5,Premium,D,SI2,61.9,58.0,8649,7.34,7.27,4.52
2892,12831,1.0,Very Good,E,SI1,61.2,60.0,5351,6.39,6.42,3.92
2893,38153,0.25,Fair,F,SI2,54.4,64.0,1013,4.3,4.23,2.32
2894,18795,1.26,Ideal,H,VS1,61.4,56.0,7691,7.01,6.97,4.29
2895,32665,0.31,Ideal,G,VS1,61.5,56.0,802,4.43,4.39,2.71
2896,14966,1.01,Ideal,G,VS2,63.0,57.0,6027,6.42,6.35,4.02
2897,21351,1.73,Premium,F,SI2,61.5,60.0,9494,7.75,7.66,4.74
2898,12223,1.0,Premium,F,SI1,60.7,60.0,5197,6.36,6.4,3.87
2899,46921,0.52,Premium,G,VS1,61.7,56.0,1815,5.21,5.17,3.2
2900,47633,0.51,Premium,D,VS2,59.7,58.0,1882,5.24,5.18,3.11
2901,6887,1.22,Premium,J,SI2,62.2,60.0,4132,6.89,6.77,4.25
2902,10600,1.01,Ideal,H,SI2,62.0,57.0,4825,6.4,6.43,3.98
2903,47691,0.7,Very Good,F,SI2,63.4,58.0,1883,5.62,5.58,3.55
2904,48705,0.7,Good,I,VS2,57.1,61.0,2010,5.9,5.93,3.38
2905,48966,0.34,Ideal,H,VS2,62.2,56.0,537,4.48,4.53,2.8
2906,7456,1.01,Good,D,SI2,64.0,56.0,4234,6.25,6.29,4.01
2907,19055,1.01,Premium,E,VS1,62.9,60.0,7839,6.36,6.32,3.99
2908,15845,1.37,Ideal,J,SI1,62.1,55.0,6339,7.13,7.16,4.44
2909,19264,1.53,Very Good,H,SI2,61.4,60.0,7991,7.36,7.43,4.54
2910,37517,0.41,Good,G,VVS1,61.0,61.0,986,4.77,4.8,2.92
2911,3955,1.52,Fair,H,I1,64.9,58.0,3504,7.18,7.13,4.65
2912,39185,0.5,Very Good,G,SI2,63.3,57.0,1063,5.03,4.99,3.17
2913,5348,0.9,Very Good,D,SI1,62.4,63.0,3812,6.13,6.04,3.8
2914,43282,0.3,Premium,F,SI2,62.2,58.0,506,4.33,4.22,2.66
2915,38118,0.3,Ideal,G,VVS1,61.7,55.0,1013,4.34,4.32,2.67
2916,48526,0.51,Ideal,E,VS2,61.6,55.0,1985,5.15,5.2,3.19
2917,3467,1.04,Premium,E,SI2,60.1,58.0,3392,6.65,6.56,3.97
2918,4569,0.8,Ideal,E,VS2,62.2,57.0,3648,5.95,5.98,3.71
2919,50309,0.31,Very Good,E,SI1,59.1,59.0,544,4.42,4.44,2.62
2920,12024,1.0,Premium,F,SI1,62.1,59.0,5152,6.39,6.36,3.96
2921,36911,0.34,Ideal,D,VS1,62.6,56.0,961,4.52,4.49,2.82
2922,25668,1.5,Premium,F,VS2,61.5,58.0,14586,7.32,7.34,4.51
2923,17267,1.03,Ideal,G,VS1,62.0,54.8,6913,6.46,6.5,4.02
2924,41460,0.41,Premium,G,VVS1,60.0,59.0,1230,4.84,4.83,2.9
2925,5936,1.01,Very Good,F,SI2,60.8,63.0,3945,6.32,6.38,3.86
2926,49397,0.71,Premium,I,VS1,61.9,58.0,2104,5.76,5.71,3.55
2927,21848,1.5,Good,I,VVS2,63.3,58.0,9909,7.24,7.27,4.59
2928,26253,2.01,Premium,I,SI1,62.4,61.0,15707,8.01,7.99,4.99
2929,30281,0.34,Very Good,I,SI1,59.2,61.0,447,4.57,4.58,2.71
